1544073872032,1544073892042
W,5c08b27c4b7401063979fae7,142413120,132.772,1544073852148
W,5c08b27c4b7401063979fae2,1191597341,132.732,1544073852148
W,5c08b27c4b7401063979fae1,1478690674,132.864,1544073852148
W,5c08b27c4b7401063979fae3,414821677,132.724,1544073852148
W,5c08b27c4b7401063979fae5,259108053,132.829,1544073852148
W,5c08b27c4b7401063979fae0,290128215,132.855,1544073852148
W,5c08b27c4b7401063979fae4,950632580,132.821,1544073852148
W,5c08b27c4b7401063979fae6,295322216,132.755,1544073852148
W,5c08b27c4b7401063979faec,1283165647,4.74,1544073852154
W,5c08b27c4b7401063979faeb,328681308,7.244,1544073852156
W,5c08b27c4b7401063979fae8,2111480528,9.25,1544073852158
W,5c08b27c4b7401063979faea,625997267,10.44,1544073852159
W,5c08b27c4b7401063979faee,1181773271,10.811,1544073852160
W,5c08b27c4b7401063979faf0,1878565027,6.93,1544073852160
W,5c08b27c4b7401063979faed,815397568,11.054,1544073852160
W,5c08b27c4b7401063979fae9,442936485,11.431,1544073852160
W,5c08b27c4b7401063979faef,854570599,12.061,1544073852161
W,5c08b27c4b7401063979faf1,1516460291,7.113,1544073852163
W,5c08b27c4b7401063979faf4,1743447905,5.347,1544073852165
W,5c08b27c4b7401063979faf5,220796262,5.333,1544073852165
W,5c08b27c4b7401063979faf6,1485871594,5.336,1544073852165
W,5c08b27c4b7401063979faf2,591334630,6.661,1544073852165
W,5c08b27c4b7401063979faf3,896959924,6.736,1544073852166
W,5c08b27c4b7401063979fafc,709485477,2.621,1544073852168
W,5c08b27c4b7401063979fafb,280127104,5.498,1544073852170
W,5c08b27c4b7401063979faf9,1193883070,6.959,1544073852170
W,5c08b27c4b7401063979fafd,1156212031,4.026,1544073852170
W,5c08b27c4b7401063979fafa,800067075,5.13,1544073852170
W,5c08b27c4b7401063979faf7,1643116362,10.746,1544073852171
W,5c08b27c4b7401063979fb02,705729616,4.676,1544073852175
W,5c08b27c4b7401063979faff,1715173390,10.205,1544073852178
W,5c08b27c4b7401063979fb01,1229850597,8.606,1544073852178
W,5c08b27c4b7401063979fb04,1643550628,7.576,1544073852179
W,5c08b27c4b7401063979fb00,1654992309,9.259,1544073852179
W,5c08b27c4b7401063979fafe,1614600486,13.988,1544073852180
W,5c08b27c4b7401063979fb07,1726411000,2.74,1544073852183
W,5c08b27c4b7401063979fb05,1041091665,8.583,1544073852187
W,5c08b27c4b7401063979fb03,167064700,18.938,1544073852189
W,5c08b27c4b7401063979fb06,1602751040,10.285,1544073852189
W,5c08b27c4b7401063979faf8,1882465270,28.807,1544073852190
W,5c08b27c4b7401063979fb08,1395728921,10.019,1544073852197
W,5c08b27c4b7401063979fb09,1221593474,9.823,1544073852199
W,5c08b27c4b7401063979fb0a,1745934371,11.178,1544073852208
W,5c08b27c4b7401063979fb0b,474692155,9.968,1544073852209
U,5c08b27c4b7401063979faef,622695043,129.514,1544073852339
U,5c08b27c4b7401063979faea,837391827,155.139,1544073852339
U,5c08b27c4b7401063979fb09,1064138231,3.543,1544073852343
W,5c08b27c4b7401063979fb0c,456834413,5.511,1544073852345
U,5c08b27c4b7401063979faf3,2136405215,2.527,1544073852347
U,5c08b27c4b7401063979fb0b,1305583242,5.036,1544073852348
R,5c08b27c4b7401063979fafb,280127104,159.335,1544073852349
R,5c08b27c4b7401063979fb04,1643550628,159.515,1544073852349
R,5c08b27c4b7401063979fae5,259108053,171.937,1544073852349
R,5c08b27c4b7401063979fae0,290128215,140.78,1544073852349
R,5c08b27c4b7401063979faf6,1485871594,169.821,1544073852349
R,5c08b27c4b7401063979fafa,800067075,170.353,1544073852349
R,5c08b27c4b7401063979faea,837391827,1.633,1544073852350
R,5c08b27c4b7401063979faea,837391827,1.554,1544073852351
R,5c08b27c4b7401063979fafe,1614600486,2.592,1544073852354
U,5c08b27c4b7401063979fae1,1080570589,5.847,1544073852355
W,5c08b27c4b7401063979fb10,1970406261,6.665,1544073852356
W,5c08b27c4b7401063979fb0e,853211520,7.434,1544073852356
U,5c08b27c4b7401063979faf5,12271201,7.403,1544073852357
W,5c08b27c4b7401063979fb0f,453081250,8.086,1544073852357
R,5c08b27c4b7401063979fae9,442936485,2.249,1544073852359
U,5c08b27c4b7401063979fafe,1467761309,6.131,1544073852360
U,5c08b27c4b7401063979faf9,226940704,3.47,1544073852360
R,5c08b27c4b7401063979faf6,1485871594,2.119,1544073852361
W,5c08b27c4b7401063979fb11,697959164,6.853,1544073852362
W,5c08b27c4b7401063979fb12,1954821110,5.632,1544073852362
W,5c08b27c4b7401063979fb13,675002266,4.527,1544073852362
R,5c08b27c4b7401063979fae5,259108053,3.592,1544073852363
R,5c08b27c4b7401063979faf2,591334630,1.007,1544073852363
W,5c08b27c4b7401063979fb16,1968728401,1.936,1544073852365
R,5c08b27c4b7401063979faf1,1516460291,2.515,1544073852366
R,5c08b27c4b7401063979fb07,1726411000,7.688,1544073852368
R,5c08b27c4b7401063979fb04,1643550628,7.008,1544073852369
W,5c08b27c4b7401063979fb15,2115720758,7.17,1544073852369
W,5c08b27c4b7401063979fb0d,756827044,20.592,1544073852370
U,5c08b27c4b7401063979fafa,1464304718,4.994,1544073852370
R,5c08b27c4b7401063979fb09,1064138231,23.518,1544073852371
R,5c08b27c4b7401063979fafc,709485477,2.192,1544073852372
